date_scraped,url,lat,lon,address,city,state,zip,price,beds,baths,half_baths,sq_ft,sqft_lot,acres_lot,status,price_sq_ft,on_realtor,type,built,style,description
03/31/2019,https://www.realtor.com/realestateandhomes-detail/2728-Reagan-St-A202_Dallas_TX_75219_M70455-48676,32.80811,-96.812663,2728 Reagan St Apt 202,Dallas,TX,75219.0,179000.0,2.0,1.0,1.0,878.0,7492.0,,Pending,204,225 days,Condo/Townhome/Row Home/Co-Op,1983.0,Traditional,"Small complex with shared garage. Light and bright two story unit on second and third floors has contemporary feel. Lots of updates like new appliances. Clean, fresh, ready for new owner. Half bath on down floor with living room and kitchen and breakfast area. Upstairs has full bath with two bedrooms and stacked washer dryer connections. Small balcony to the south."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/1631-Fordham-Rd_Dallas_TX_75216_M77518-51126,32.697702,-96.800341,1631 Fordham Rd Lot 8,Dallas,TX,75216.0,35000.0,,,,,9627.0,,Active,,58 days,Land,,,"Large Lot to Build Your New Home! Per DCAD, lot measures 50x193. Seller does not have a survey. All information contained herein deemed reliable but not guaranteed. Buyer(s) to verify all information including zoning, building restrictions, schools, square footage, etc."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/5923-Park-Ln_Dallas_TX_75225_M74397-72122,32.874234,-96.80536,5923 Park Ln,Dallas,TX,75225.0,5495000.0,5.0,5.0,2.0,8582.0,,0.39,Active,640,213 days,Single Family Home,2018.0,French,"FLAWLESS The elegance of French country living combines with a platinum Preston Hollow location in this superb home by Milan Design + Build, coming this fall. Classic form meets modern sophistication in nearly 7, 500 square feet of luxurious living, with sumptuous finishes and premium amenities. The majestic architecture will envelop an interior designed for today, including five bedrooms, five full baths, and a chef's kitchen with Wolf and Sub-Zero appliances, while the outdoor oasis will boast a loggia and sleek negative-edge pool."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/3825-Cole-Ave_Dallas_TX_75204_M74389-11612,32.810324,-96.796214,3825 Cole Ave,Dallas,TX,75204.0,540000.0,2.0,2.0,1.0,1865.0,1307.0,,Active,290,219 days,Condo/Townhome/Row Home/Co-Op,2006.0,"Contemporary,Modern,Mediterranean","Rare End unit at Valencia. 2, 155 sq.ft. Total Space (1, 865 sq.ft. living space + 290 sq.ft. balcony-porch). Rarely available plan with reading alcove tucked inside master suite, plus large study on the third floor. Plenty upgrades - all hardwood floors, granite countertops, crown moldings, plantation shutters, walk in closets, new garage door, new paint, over sized balconies, high ceilings with recessed lighting, and corner large yard. Community resort style pool and courtyards. Walking distance to West Village & Katy Trail."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/San-Marcos_Merion-at-Midtown-Park_8290-Laflin-Dr_Dallas_TX_75231_P413923580416,32.889849,-96.761831,8290 Laflin Drive,Dallas,TX,75231.0,508990.0,3.0,3.0,1.0,2410.0,,,Active,211,82 days,single_family,,,
03/31/2019,https://www.realtor.com/realestateandhomes-detail/10200-Hollow-Way-Rd_Dallas_TX_75229_M79170-02411?ex=TX641571375,32.882814,-96.815219,10200 Hollow Way Rd,Dallas,TX,75229.0,3435100.0,5.0,6.0,1.0,7401.0,,1.53,Off Market,464,,Single Family Home,1968.0,,", -
                      1.5+ ACRES PLUS LAKE. This is the most charming 1.5+ Acres lot in Preston Hollow. What sets this property above all others is the breathtaking lake and fountain, major majestic trees, and lush landscaping and the privacy and peace. This is a thrilling property site for a discerning buyer."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/4405-W-University-Blvd_Dallas_TX_75209_M75901-86912,32.845208,-96.833056,4405 W University Blvd,Dallas,TX,75209.0,439900.0,3.0,2.0,1.0,2837.0,8930.0,,Active,155,240 days,Condo/Townhome/Row Home/Co-Op,2006.0,,"MOTIVATED SELLER! PRICED TO SELL! $5k towards closings if closed by March 15, 2019. Spacious city living in the heart of Dallas! Nearly 2900 sq ft of luxury! Home is former model with abundant upgrades including granite countertops, throughout, custom closets and laundry room, hardwood floors, oversized master suite with private retreat, large study, upper and lower decks. Patio with custom flooring. Near LOVE FIELD. A Must See!!! Owner Financing available. Call agent to discuss. An Open House can be scheduled with listing agent."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/2430-Gibbs-Williams-Rd_Dallas_TX_75233_M87626-70220,32.697953000000005,-96.858364,2430 Gibbs Williams Rd,Dallas,TX,75233.0,324500.0,4.0,4.0,2.0,2491.0,,0.24,Active,130,239 days,Single Family Home,1960.0,Traditional,"WOW! Reduced 60, 500 Very unique floor plan. This home has been beautifully renovated with a fresh traditional flair. You enter the property by a private enclosed electric gate overlooking the nicely landscaped front yard. This home has an amazing 4BR each with it's own private bath. 2 half baths, one located in the garage to accommodate the large covered carport for outdoor entertainment. Open floorplan, large LR, generous size BRs and den with fireplace. The list of upgrades and features seems to be endless; wood quality laminate floors, SS appliances, quartz counter tops, floating glass bowl, glass shower doors, brush nickel hardware, extended drive way, new ac, decorative lighting, Great home for the family"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/6209-N-Jim-Miller-Rd_Dallas_TX_75228_M71925-99720,32.800555,-96.695917,6209 N Jim Miller Rd,Dallas,TX,75228.0,,3.0,2.0,1.0,2094.0,8459.0,,Sold,No Info,,Single Family Home,1964.0,,", - Wow, just wow! Mid-Century Modest offering the perfect blend of Pottery Barn charm and modern amenities minutes from Downtown Dallas. The 3 bedroom, 2.1 bath tastefully renovated space boasts beautiful 12mm Hickory Creek laminate flooring throughout, granite in kitchen and bath, stainless steel appliances and designer finishes. Dreamy oversized kitchen opens to the entertaining dining room. Large living area with rich natural light that features a beautiful brick fireplace. Home also includes a 2 car garage, master en suite and laundry room. Home was brought down to the studs in 2016. Impeccably maintained. Comes with Home Warranty with OneGuard. This one will not disappoint."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/604-Woolsey-Dr_Dallas_TX_75224_M89908-95595,32.729296000000005,-96.833024,604 Woolsey Dr,Dallas,TX,75224.0,,3.0,2.0,,1916.0,,0.29,Sold,No Info,,Single Family Home,1953.0,,", - Welcome home!! Beautiful Wynnewood North Mid Century ranch home recently renovated. Spacious open concept, located on corner lot with many upgrades which include all new plumbing, new central heating and air, updated electrical, new cabinets, quartz counters, stainless steel appliance, lowE windows, huge gorgeous island, beautifully updated baths, light fixtures plus new 6ft privacy wood fence. 2 car garage on side of home, minutes from shopping, schools and highways."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/3510-Turtle-Creek-Blvd-Apt-5D_Dallas_TX_75219_M84933-81964,32.809264,-96.801733,3510 Turtle Creek Blvd Apt 5 D,Dallas,TX,75219.0,1189000.0,2.0,3.0,1.0,3049.0,,1.93,Active,390,222 days,Condo/Townhome/Row Home/Co-Op,1984.0,Traditional,"Special Offer! Sellers are offering a $50, 000 renovation allowance so that buyers may complete the design selections of their choice to turn this fabulous corner unit into their new home. Buy now to take advantage of watching Spring bloom along historic Turtle Creek Blvd. Most striking about this property are the spacious rooms offering beautiful views of Turtle Creek and Oak Lawn Park. The expansive windows bathe the rooms in natural light along with accentuating the views. Other notable features include a hard to find two-bedroom with study along with a spacious master suite with his and her baths and walk-in closets along with a private balcony."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/8052-Sarahville_Dallas_TX_75252_M78633-24319,32.983686,-96.767437,8052 Sarahville,Dallas,TX,75252.0,600000.0,4.0,3.0,1.0,3032.0,6970.0,,Active,198,236 days,Single Family Home,2019.0,Traditional,"MLS# 13908622 - Built by Ashton Woods Homes - April completion! ~ This home features open floor plan with spacious breakfast nook. Cover porch, over size master suite with walk-in closet, walk in shower, separate vanity. Has fenced in backyard and covered patio space. This vibrant master-planned community is conveniently located with quick and easy access to popular dining, shipping, and entertainment venues in Dallas. The community features a resort style pool and amenity center, playground, and dog park!! Incredible Richardson schools."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/10243-Best-Dr_Dallas_TX_75229_M72683-09075,32.885937,-96.845747,10243 Best Dr,Dallas,TX,75229.0,1745000.0,5.0,5.0,1.0,5712.0,,0.33,Active,305,197 days,Single Family Home,2018.0,"Contemporary,Modern,Traditional","New construction at its BEST. This stunning home offers 5BRs, 5.1BAs, 5LAs, 3DAs, 3 car garage and 5712 sqft of living space. This transitional style home was built with great attention to detail and is well appointed with the amenities required by today's buyers. The floorplan offers a 1st level master suite with an attached bonus room (possible nursery, office or sitting area). The large windows throughout the home bring in an abundance of natural sunlight that showcases the home well. The magnificent front staircase with custom railing anchors the grand foyer (21 ft ceiling). This chef's kitchen has a large island with a beautiful waterfall marble countertop. 3LAs are on 1st level & 2LAs on 2nd level."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/17542-Sequoia-Dr_Dallas_TX_75252_M73260-75563,,,17542 Sequoia Dr,Dallas,TX,75252.0,409990.0,3.0,2.0,1.0,2138.0,4400.0,,Pending,192,134 days,Single Family Home,2018.0,Traditional,"National Sales event until Feb 27th, This home already discounted by $28, 938!! Beautiful new construction Beazer Home, Eastland floor plan in the community of University Place. This stunning two story home features 3 bed, 2.5 bath, study, dining room, game room, loft and fireplace! The spacious kitchen features a great size island, breakfast area and opens into the great room. Master bedroom includes a walk in closet and master bathroom includes double vanity sinks and walk in shower. Upstairs includes secondary bedrooms, loft and game room for the whole family to enjoy! Plano ISD."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/11011-Visalia-Dr_Dallas_TX_75228_M77553-54125,32.846882,-96.668078,11011 Visalia Dr,Dallas,TX,75228.0,190000.0,4.0,2.0,,1518.0,8364.0,,Active,125,247 days,Single Family Home,1954.0,Traditional,"Superbly redone! A gigantic kitchen with tons of granite counter space and lots of cabinets. Two nicely updated bathrooms, a large utility room, high end flooring, all updated fixtures, replacement windows and more. Out back there is an oversized deck just waiting for the first cookout."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/7031-Holly-Hill-Dr-Apt-24_Dallas_TX_75231_M80907-36235,32.87424,-96.761354,7031 Holly Hill Dr Apt 24,Dallas,TX,75231.0,164900.0,2.0,2.0,,1148.0,,1.26,Active,144,133 days,Condo/Townhome/Row Home/Co-Op,1979.0,Traditional,
03/31/2019,https://www.realtor.com/realestateandhomes-detail/3456-Granada-Ave_Dallas_TX_75205_M82449-04001,32.842046,-96.789526,3456 Granada Ave,University Park,TX,75205.0,925000.0,3.0,3.0,1.0,3502.0,4487.0,,Active,264,247 days,Single Family Home,1998.0,Traditional,"Situated in UP across from McCulloch Middle School & near SMU, this fabulous custom built brick traditional single family attached showcases spacious entertaining rooms with quarter sawn oak hardwoods, light-filled windows, wrought iron detailing, elegant formals, spacious granite island kitchen with premier stainless appliances, incl. 2 Jenn-Air gas ranges, 2 breakfast bars & opens to an oversized family room with limestone fireplace, Mahogany built-ins & French doors opening to a patio with a sparkling spa pool, fabulous temp. controlled wine room with expansive oak wine racks & storage, 1000SF luxurious master with fireplace opens to a gorgeous marble bath & adjacent exercise room, lush landscaping & 2-car."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/8218-Westrock-Dr_Dallas_TX_75243_M70207-17301,32.900563,-96.76339899999999,8218 Westrock Dr,Dallas,TX,75243.0,1950000.0,4.0,2.0,1.0,2750.0,,0.4,Active,709,256 days,Single Family Home,1970.0,Traditional,"Beautiful Landscaped home sits on 2 lots on the corner, right next door to the New Development Urban Reserve neighborhood. This home has plenty of space inside and out to entertain for all holidays! It has a new roof, foundation repair, new heat-ac, new water heater, circle drive, huge back yard owners are putting up a dog run, it has a basketball court, 2 patios, completely fenced and a 16X25 storage shed. There is lots of potential with this property as it could be torn down an you could easily put one large home on the lots or 2 homes on the lots. Either way this beautiful preowned home has lots of potential and is a must see!!!"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/1505-Elm-St-Apt-1504_Dallas_TX_75201_M80488-17063,32.781612,-96.79958,1505 Elm St Apt 1504,Dallas,TX,75201.0,399000.0,2.0,2.0,1.0,1987.0,,0.23,Active,201,266 days,Condo/Townhome/Row Home/Co-Op,1957.0,,"Spacious 2-Split Bedroom, 2.5 Bath Condo in Boutique Hi-Rise in Downtown Main Street District. Hardwood Floors in Living Areas. Stainless Steel appliances. Tankless Water Heater, Washer-Dryer in Laundry Room. Building amenities-24 hr Concierge & Valet Parking (for Residents and Guests), Fitness Center, 12 Seat Theater, Wine Cellar, Massage Room, Sauna, Game-Club Room & Kitchen, Intimate Library... Walk to Restaurants, CVS, Taverns, Shopping at Neiman Marcus, Forty Five Ten-Traffic. Nearby Arts District, Perot Museum, Parks. Plus numerous hotels for overnight guests: Joule, Adolphus, Westin and more.DART Akard Station to Airports, North Park. COULD BE COMBINED WITH #1503 TO MAKE 3, 717 sf 16 WINDOW CORNER UNIT!"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/12480-Abrams-Rd-Apt-127_Dallas_TX_75243_M73456-04844,32.917527,-96.732674,12480 Abrams Rd Apt 127,Dallas,TX,75243.0,70000.0,,,,687.0,,17.99,Active,102,242 days,Condo/Townhome/Row Home/Co-Op,1982.0,,"Great investment opportunity or perfect for low-maintenance living! Spacious 1 bedroom, 1 bath condominium in Richardson ISD. Amenities include 2 pools, tennis court, small dog park & 24-hour courtesy patrol."
